Trait,Database,Pathway_ID,Pathway_Name,GeneRatio,BgRatio,Gene_Count,P_value,FDR,Q_value,FDR_Significant_0.05,N_Traits_FDR_Significant,Traits_FDR_Significant,Entrez_Gene_IDs
Arm FFM,GO Biological Process,GO:0031334,positive regulation of protein-containing complex assembly,9/294,200/18986,9,0.0040729120972081,0.080208353575708,0.067326110300829,False,0,,MTOR/FAF1/EIF4G1/ICE1/BAK1/SLF2/PIEZO1/TP53/SKAP1
Arm FFM,GO Biological Process,GO:0001701,in utero embryonic development,14/294,403/18986,14,0.0042630468987772,0.0829629028588861,0.069638252123978,False,1,Leg FFM,MBNL1/MSX1/HEY2/GNA12/KDM4C/PTCH1/TET1/E2F7/SMAD3/AXIN1/PKD1/ADCY9/TP53/BPTF
Arm FFM,GO Biological Process,GO:0010632,regulation of epithelial cell migration,5/294,69/18986,5,0.0043113061182369,0.0829629028588861,0.069638252123978,False,1,Trunk FFM,MTOR/MACF1/TGFB2/CLASP2/RREB1
Arm FFM,GO Biological Process,GO:0045761,regulation of adenylate cyclase activity,4/294,43/18986,4,0.0043242351302052,0.0829629028588861,0.069638252123978,False,0,,EDNRB/NF1/GALR1/GIPR
Arm FFM,GO Biological Process,GO:0034504,protein localization to nucleus,12/294,321/18986,12,0.0044731714311142,0.083660649178459,0.0702239335845658,False,0,,MTOR/IPO9/GCKR/PPP3R1/MSX1/CWH43/PIK3R1/ILRUN/MARK3/SMAD3/TP53/NF1
Arm FFM,GO Biological Process,GO:0001667,ameboidal-type cell migration,10/294,241/18986,10,0.0044765781950049,0.083660649178459,0.0702239335845658,False,1,Trunk FFM,MTOR/MACF1/TGFB2/CLASP2/RREB1/GNA12/CCN3/PLEC/ARID5B/EDNRB
Arm FFM,GO Biological Process,GO:0002065,columnar/cuboidal epithelial cell differentiation,7/294,132/18986,7,0.0045230195243688,0.083660649178459,0.0702239335845658,False,0,,MSX1/BMP6/CDK6/ZNF800/LHX3/RPTOR/CBFA2T2
Arm FFM,GO Biological Process,GO:0050678,regulation of epithelial cell proliferation,14/294,406/18986,14,0.0045475688811551,0.083660649178459,0.0702239335845658,False,2,Leg FFM;Whole-body FFM,LAMC1/TGFB2/RREB1/BMP6/PKHD1/CDK6/PEX2/PTCH1/EDNRB/SMAD3/MAP2K5/NF1/RPTOR/GDF5
Arm FFM,GO Biological Process,GO:0043525,positive regulation of neuron apoptotic process,5/294,70/18986,5,0.0045853767953803,0.083660649178459,0.0702239335845658,False,1,Trunk FFM,TGFB2/TFAP2B/FOXO3/TP53/NF1
Arm FFM,GO Biological Process,GO:0030501,positive regulation of bone mineralization,4/294,44/18986,4,0.0046996568237048,0.0848435505021089,0.0712168494273761,False,0,,ACVR2B/BMP6/RXRA/SMAD3
Arm FFM,GO Biological Process,GO:0009749,response to glucose,9/294,206/18986,9,0.0049339357039123,0.0874481366188653,0.0734031136301344,False,1,Leg FFM,GCKR/ACVR2B/FOXO3/MLXIPL/ANO1/SMAD3/RPTOR/ICAM1/GIPR
Arm FFM,GO Biological Process,GO:0001678,intracellular glucose homeostasis,8/294,170/18986,8,0.0050830925907363,0.0887515892174116,0.07449721903823,False,2,Leg FFM;Whole-body FFM,GCKR/PIK3R1/FOXO3/MLXIPL/ANO1/SMAD3/RPTOR/ICAM1
Arm FFM,GO Biological Process,GO:0006740,NADPH regeneration,3/294,23/18986,3,0.0051743941053676,0.0887515892174116,0.07449721903823,False,0,,MTOR/TP53/RPTOR
Arm FFM,GO Biological Process,GO:0098743,cell aggregation,3/294,23/18986,3,0.0051743941053676,0.0887515892174116,0.07449721903823,False,0,,UNCX/SOX5/PKD1
Arm FFM,GO Biological Process,GO:0051170,import into nucleus,8/294,172/18986,8,0.0054477102308795,0.0914934931840144,0.0767987465058839,False,0,,IPO9/GCKR/PPP3R1/CWH43/PIK3R1/SMAD3/TP53/NF1
Arm FFM,GO Biological Process,GO:0045670,regulation of osteoclast differentiation,5/294,73/18986,5,0.0054817434121534,0.0914934931840144,0.0767987465058839,False,0,,MTOR/PIK3R1/FBN1/NF1/RPTOR
Arm FFM,GO Biological Process,GO:0034114,regulation of heterotypic cell-cell adhesion,3/294,24/18986,3,0.0058466290540651,0.092515251007871,0.077656400065432,False,0,,IL1RN/MAP2K5/SKAP1
Arm FFM,GO Biological Process,GO:0046885,regulation of hormone biosynthetic process,3/294,24/18986,3,0.0058466290540651,0.092515251007871,0.077656400065432,False,2,Leg FFM;Whole-body FFM,REST/STC2/BMP6
Arm FFM,GO Biological Process,GO:0048863,stem cell differentiation,10/294,251/18986,10,0.0059261613337682,0.0930682383303178,0.0781205722346172,False,0,,TGFB2/MSX1/REST/ESR1/CDK6/KDM4C/SOX5/EDNRB/METTL3/TP53
Arm FFM,GO Biological Process,GO:0010830,regulation of myotube differentiation,4/294,47/18986,4,0.0059558312341607,0.0931411926619594,0.0781818093896025,False,0,,MTOR/CCN3/BDNF/PIEZO1
Arm FFM,GO Biological Process,GO:0097150,neuronal stem cell population maintenance,3/294,25/18986,3,0.0065687219706427,0.100199931043985,0.0841068455947699,False,1,Trunk FFM,REST/FOXO3/SS18
Arm FFM,GO Biological Process,GO:0034764,positive regulation of transmembrane transport,9/294,216/18986,9,0.0066759933237196,0.101420600615855,0.0851314637370565,False,0,,PPP3R1/PIK3R1/BAK1/RELN/KCNH2/ATP1B2/GH1/KCNJ2/INSR
Arm FFM,GO Biological Process,GO:0050767,regulation of neurogenesis,13/294,383/18986,13,0.0069813895430305,0.103938927516639,0.0872453227945881,False,2,Trunk FFM;Whole-body FFM,MTOR/MACF1/ETV5/REST/VCAN/ID4/HEY2/OPRM1/RELN/BDNF/ACAN/TP53/NF1
Arm FFM,GO Biological Process,GO:0035988,chondrocyte proliferation,3/294,26/18986,3,0.0073415597378963,0.106739395876758,0.0895960086434057,False,0,,STC1/MMP16/CCN3
Arm FFM,GO Biological Process,GO:0043467,regulation of generation of precursor metabolites and energy,7/294,146/18986,7,0.0077613196095623,0.111535257091858,0.0936216078080924,False,0,,MTOR/COX7A2L/CXXC5/MLXIPL/TP53/RPTOR/INSR
Arm FFM,GO Biological Process,GO:0001649,osteoblast differentiation,10/294,262/18986,10,0.0079184731451221,0.112921674506302,0.0947853530740981,False,1,Trunk FFM,ACVR2B/REST/VCAN/BMP6/ID4/CDK6/PTCH1/SMAD6/SMAD3/NF1
Arm FFM,GO Biological Process,GO:0035313,"wound healing, spreading of epidermal cells",3/294,27/18986,3,0.0081659505940809,0.113833962963181,0.095551119113867,False,1,Trunk FFM,MTOR/CLASP2/RREB1
Arm FFM,GO Biological Process,GO:0048745,smooth muscle tissue development,3/294,27/18986,3,0.0081659505940809,0.113833962963181,0.095551119113867,False,0,,TFAP2B/PTCH1/NF1
Arm FFM,GO Biological Process,GO:0010563,negative regulation of phosphorus metabolic process,11/294,306/18986,11,0.0084315311788143,0.116230218694618,0.0975625128215243,False,0,,GCKR/EIF4G1/PTPN13/MLXIPL/PARD3/PRKG1/PTPRJ/ANKLE2/TP53/NF1/HEXIM2
Arm FFM,GO Biological Process,GO:0045936,negative regulation of phosphate metabolic process,11/294,306/18986,11,0.0084315311788143,0.116230218694618,0.0975625128215243,False,0,,GCKR/EIF4G1/PTPN13/MLXIPL/PARD3/PRKG1/PTPRJ/ANKLE2/TP53/NF1/HEXIM2
Arm FFM,GO Biological Process,GO:0010171,body morphogenesis,4/294,52/18986,4,0.0085127168736623,0.116916354995465,0.0981384489455419,False,0,,CLASP2/MSX1/ARID5B/PLEKHA1
Arm FFM,GO Biological Process,GO:0043473,pigmentation,6/294,114/18986,6,0.0086689955643049,0.117759129526799,0.0988458656736732,False,0,,GNAT2/RAB29/AP3B1/VPS33A/EDNRB/NF1
Arm FFM,GO Biological Process,GO:1903522,regulation of blood circulation,10/294,267/18986,10,0.0089789765531875,0.119232912749163,0.100082944947401,False,0,,ECE1/TGFB2/KCNE4/HEY2/TBXAS1/KCNH2/STC1/EDNRB/ATP1B2/KCNJ2
Arm FFM,GO Biological Process,GO:0010592,positive regulation of lamellipodium assembly,3/294,28/18986,3,0.0090426269369005,0.119232912749163,0.100082944947401,False,2,Trunk FFM;Whole-body FFM,MTOR/PIK3R1/PLCE1
Arm FFM,GO Biological Process,GO:0086013,membrane repolarization during cardiac muscle cell action potential,3/294,28/18986,3,0.0090426269369005,0.119232912749163,0.100082944947401,False,0,,KCNE4/KCNH2/KCNJ2
Arm FFM,GO Biological Process,GO:1904753,negative regulation of vascular associated smooth muscle cell migration,3/294,28/18986,3,0.0090426269369005,0.119232912749163,0.100082944947401,False,0,,GNA12/PRKG1/NF1
Arm FFM,GO Biological Process,GO:2000647,negative regulation of stem cell proliferation,3/294,28/18986,3,0.0090426269369005,0.119232912749163,0.100082944947401,False,0,,PTCH1/TP53/NF1
Arm FFM,GO Biological Process,GO:0042060,wound healing,14/294,444/18986,14,0.0096721579737104,0.123064441194617,0.103299092583394,False,1,Whole-body FFM,MTOR/MACF1/TGFB2/CLASP2/DCBLD2/AP3B1/RREB1/GNA12/CHMP7/PLEC/PRKG1/PTPRJ/SMAD3/NF1
Arm FFM,GO Biological Process,GO:0098727,maintenance of cell number,8/294,190/18986,8,0.0096930480515568,0.123064441194617,0.103299092583394,False,0,,DIS3L2/REST/FOXO3/KDM4C/TET1/DDX6/METTL3/SS18
Arm FFM,GO Biological Process,GO:0071559,response to transforming growth factor beta,11/294,313/18986,11,0.0098849412697776,0.123064441194617,0.103299092583394,False,1,Leg FFM,TGFB2/LTBP1/HSPA5/TET1/SOX5/FBN1/SMAD6/SMAD3/AXIN1/TP53/GDF5
Arm FFM,GO Biological Process,GO:0006171,cAMP biosynthetic process,2/294,10/18986,2,0.0099067563491287,0.123064441194617,0.103299092583394,False,0,,ADCY4/ADCY9
Arm FFM,GO Biological Process,GO:0051660,establishment of centrosome localization,2/294,10/18986,2,0.0099067563491287,0.123064441194617,0.103299092583394,False,0,,PKHD1/PARD3
Arm FFM,GO Biological Process,GO:0043392,negative regulation of DNA binding,3/294,29/18986,3,0.0099722480511035,0.123064441194617,0.103299092583394,False,0,,ILRUN/HEY2/HABP4
Arm FFM,GO Biological Process,GO:0048771,tissue remodeling,8/294,191/18986,8,0.0099853469212182,0.123064441194617,0.103299092583394,False,1,Whole-body FFM,GNAT2/ACVR2B/NPR3/BAK1/TP53/NF1/MC4R/GDF5
Arm FFM,GO Biological Process,GO:0097009,energy homeostasis,5/294,85/18986,5,0.0103125046204576,0.124612431984524,0.10459846096611,False,1,Trunk FFM,TMEM18/EIF4G1/IGF2BP2/MLXIPL/MC4R
Arm FFM,GO Biological Process,GO:0071385,cellular response to glucocorticoid stimulus,4/294,55/18986,4,0.0103453093721703,0.124612431984524,0.10459846096611,False,0,,REST/FOXO3/STC1/FLT3
Arm FFM,GO Biological Process,GO:0072523,purine-containing compound catabolic process,7/294,155/18986,7,0.0105932114831448,0.126777920065161,0.106416150556689,False,0,,MTOR/PDE1A/HINT1/MLXIPL/NT5C2/RPTOR/INSR
Arm FFM,GO Biological Process,GO:0071456,cellular response to hypoxia,7/294,156/18986,7,0.0109487105317994,0.128042314706355,0.107477471096032,False,0,,MTOR/DNMT3A/STC2/FOXO3/STC1/TP53/RPTOR
Arm FFM,GO Biological Process,GO:0120255,olefinic compound biosynthetic process,3/294,30/18986,3,0.0109554027614981,0.128042314706355,0.107477471096032,False,0,,REST/BMP6/PRKG1
Arm FFM,GO Biological Process,GO:0009411,response to UV,7/294,157/18986,7,0.0113127944199337,0.128635452198782,0.107975344926605,False,0,,GNAT2/DTL/PIK3R1/BAK1/METTL3/CRIP1/TP53
Arm FFM,GO Biological Process,GO:0007411,axon guidance,9/294,236/18986,9,0.0115375321963894,0.128635452198782,0.107975344926605,False,0,,ECE1/SLIT3/RELN/PTCH1/LHX3/BDNF/PTPRJ/NRXN3/RPS6KA5
Arm FFM,GO Biological Process,GO:0046890,regulation of lipid biosynthetic process,8/294,196/18986,8,0.0115460621894976,0.128635452198782,0.107975344926605,False,0,,MTOR/REST/FGFR4/BMP6/MLXIPL/PRKG1/KLHL25/RPTOR
Arm FFM,GO Biological Process,GO:0097485,neuron projection guidance,9/294,237/18986,9,0.0118357774786447,0.128635452198782,0.107975344926605,False,0,,ECE1/SLIT3/RELN/PTCH1/LHX3/BDNF/PTPRJ/NRXN3/RPS6KA5
Arm FFM,GO Biological Process,GO:0006307,DNA alkylation repair,2/294,11/18986,2,0.0119853539787064,0.128635452198782,0.107975344926605,False,0,,ASCC3/FTO
Arm FFM,GO Biological Process,GO:0032342,aldosterone biosynthetic process,2/294,11/18986,2,0.0119853539787064,0.128635452198782,0.107975344926605,False,1,Whole-body FFM,REST/BMP6
Arm FFM,GO Biological Process,GO:0034115,negative regulation of heterotypic cell-cell adhesion,2/294,11/18986,2,0.0119853539787064,0.128635452198782,0.107975344926605,False,0,,IL1RN/MAP2K5
Arm FFM,GO Biological Process,GO:0070587,regulation of cell-cell adhesion involved in gastrulation,2/294,11/18986,2,0.0119853539787064,0.128635452198782,0.107975344926605,False,0,,IL1RN/MAP2K5
Arm FFM,GO Biological Process,GO:0070934,CRD-mediated mRNA stabilization,2/294,11/18986,2,0.0119853539787064,0.128635452198782,0.107975344926605,False,0,,IGF2BP2/IGF2BP3
Arm FFM,GO Biological Process,GO:0110011,regulation of basement membrane organization,2/294,11/18986,2,0.0119853539787064,0.128635452198782,0.107975344926605,False,0,,LAMC1/CLASP2
Arm FFM,GO Biological Process,GO:1901329,regulation of odontoblast differentiation,2/294,11/18986,2,0.0119853539787064,0.128635452198782,0.107975344926605,False,0,,MSX1/RPTOR
Arm FFM,GO Biological Process,GO:0060037,pharyngeal system development,3/294,31/18986,3,0.0119926120131589,0.128635452198782,0.107975344926605,False,0,,ECE1/TGFB2/PTCH1
Arm FFM,GO Biological Process,GO:0030324,lung development,8/294,198/18986,8,0.0122182106707473,0.130678678495751,0.109690409167507,False,1,Trunk FFM,PPP3R1/ACVR2B/EIF4G1/AP3B1/LHX3/MIR17HG/FBN1/PKD1
Arm FFM,GO Biological Process,GO:0046209,nitric oxide metabolic process,5/294,89/18986,5,0.0124188488653349,0.130681893439864,0.109693107760264,False,0,,CPS1/ESR1/OPRM1/SMAD3/INSR
Arm FFM,GO Biological Process,GO:0048145,regulation of fibroblast proliferation,5/294,90/18986,5,0.0129876764787482,0.135678528307359,0.113887234372081,False,2,Trunk FFM;Whole-body FFM,ESR1/CDK6/PEX2/TP53/NF1
Arm FFM,GO Biological Process,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,3/294,32/18986,3,0.0130843313805587,0.135678528307359,0.113887234372081,False,0,,PIK3R1/BAK1/HSPA5
Arm FFM,GO Biological Process,GO:0042445,hormone metabolic process,9/294,241/18986,9,0.0130866715911719,0.135678528307359,0.113887234372081,False,0,,ECE1/REST/GHR/STC2/BMP6/ESR1/PLEKHA1/HSD17B12/EDNRB
Arm FFM,GO Biological Process,GO:2001057,reactive nitrogen species metabolic process,5/294,91/18986,5,0.0135738567619201,0.138351752888293,0.116131113032736,False,0,,CPS1/ESR1/OPRM1/SMAD3/INSR
Arm FFM,GO Biological Process,GO:0070542,response to fatty acid,4/294,60/18986,4,0.0139327988959976,0.138351752888293,0.116131113032736,False,0,,CPS1/FOXO3/TBXAS1/GIPR
Arm FFM,GO Biological Process,GO:0060021,roof of mouth development,5/294,92/18986,5,0.0141776099908845,0.138351752888293,0.116131113032736,False,0,,TGFB2/ACVR2B/MSX1/ARID5B/PLEKHA1
Arm FFM,GO Biological Process,GO:0061384,heart trabecula morphogenesis,3/294,33/18986,3,0.0142309535073237,0.138351752888293,0.116131113032736,False,0,,TGFB2/HEY2/ADGRG6
Arm FFM,GO Biological Process,GO:0042416,dopamine biosynthetic process,2/294,12/18986,2,0.0142366258345556,0.138351752888293,0.116131113032736,False,0,,TGFB2/DDC
Arm FFM,GO Biological Process,GO:0071233,cellular response to L-leucine,2/294,12/18986,2,0.0142366258345556,0.138351752888293,0.116131113032736,False,0,,MTOR/RPTOR
Arm FFM,GO Biological Process,GO:0071236,cellular response to antibiotic,2/294,12/18986,2,0.0142366258345556,0.138351752888293,0.116131113032736,False,0,,CRIP1/TP53
Arm FFM,GO Biological Process,GO:2000833,positive regulation of steroid hormone secretion,2/294,12/18986,2,0.0142366258345556,0.138351752888293,0.116131113032736,False,1,Trunk FFM,BMP6/GALR1
Arm FFM,GO Biological Process,GO:0032107,regulation of response to nutrient levels,3/294,34/18986,3,0.0154328104782682,0.144485955678979,0.121280103072827,False,0,,GHR/RXRA/FBN1
Arm FFM,GO Biological Process,GO:0090162,establishment of epithelial cell polarity,3/294,34/18986,3,0.0154328104782682,0.144485955678979,0.121280103072827,False,0,,PARD3/PKD1/CYTH1
Arm FFM,GO Biological Process,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,3/294,34/18986,3,0.0154328104782682,0.144485955678979,0.121280103072827,False,0,,MSX1/TP53/ATAD5
Arm FFM,GO Biological Process,GO:0048592,eye morphogenesis,7/294,167/18986,7,0.0154501371198908,0.144485955678979,0.121280103072827,False,0,,GNAT2/EFEMP1/POC5/BAK1/TFAP2B/FBN1/NF1
Arm FFM,GO Biological Process,GO:0030098,lymphocyte differentiation,13/294,426/18986,13,0.0158870125191812,0.147828651490981,0.124085929360342,False,0,,MTOR/PIK3R1/AP3B1/BAK1/FOXO3/CDK6/NFIL3/PTPRJ/FLT3/MIR17HG/METTL3/KLHL25/TP53
Arm FFM,GO Biological Process,GO:0010660,regulation of muscle cell apoptotic process,5/294,95/18986,5,0.0160964407358662,0.148672835089865,0.124794528846042,False,1,Leg FFM,PDE1A/HEY2/ESR1/MAP2K5/TP53
Arm FFM,GO Biological Process,GO:0022412,cellular process involved in reproduction in multicellular organism,13/294,427/18986,13,0.0161661263174824,0.148672835089865,0.124794528846042,False,0,,MTOR/SPAG17/DCST2/ZDBF2/DNMT3A/GPR149/ETV5/FOXO3/PTCH1/PRKG1/METTL3/TTLL5/CFAP61
Arm FFM,GO Biological Process,GO:0051893,regulation of focal adhesion assembly,4/294,63/18986,4,0.0164208656327877,0.148672835089865,0.124794528846042,False,0,,MACF1/CLASP2/PTPRJ/SMAD3
Arm FFM,GO Biological Process,GO:0090109,regulation of cell-substrate junction assembly,4/294,63/18986,4,0.0164208656327877,0.148672835089865,0.124794528846042,False,0,,MACF1/CLASP2/PTPRJ/SMAD3
Arm FFM,GO Biological Process,GO:0014744,positive regulation of muscle adaptation,2/294,13/18986,2,0.0166547632366068,0.148672835089865,0.124794528846042,False,0,,FOXO3/MIR17HG
Arm FFM,GO Biological Process,GO:0035810,positive regulation of urine volume,2/294,13/18986,2,0.0166547632366068,0.148672835089865,0.124794528846042,False,0,,NPR3/EDNRB
Arm FFM,GO Biological Process,GO:0044029,positive regulation of gene expression via chromosomal CpG island demethylation,2/294,13/18986,2,0.0166547632366068,0.148672835089865,0.124794528846042,False,0,,TET2/TET1
Arm FFM,GO Biological Process,GO:2000310,regulation of NMDA receptor activity,2/294,13/18986,2,0.0166547632366068,0.148672835089865,0.124794528846042,False,0,,OPRM1/RELN
Arm FFM,GO Biological Process,GO:0048872,homeostasis of number of cells,11/294,339/18986,11,0.0170249616806912,0.14969058566421,0.125648818759403,False,0,,GNAT2/GIGYF2/AP3B1/BAK1/FOXO3/L3MBTL3/CDK6/CCN3/FLT3/MIR17HG/NF1
Arm FFM,GO Biological Process,GO:0033002,muscle cell proliferation,9/294,252/18986,9,0.0170324358852282,0.14969058566421,0.125648818759403,False,1,Leg FFM,TGFB2/PDE1A/PIK3R1/HEY2/GNA12/CCN3/PRKG1/MIR17HG/NF1
Arm FFM,GO Biological Process,GO:0040029,epigenetic regulation of gene expression,10/294,295/18986,10,0.0170523396887762,0.14969058566421,0.125648818759403,False,0,,SCMH1/ZDBF2/DNMT3A/TET2/L3MBTL3/TET1/METTL3/AXIN1/TP53/DOT1L
Arm FFM,GO Biological Process,GO:0060047,heart contraction,9/294,253/18986,9,0.0174299404214406,0.1508433655274,0.12661645094186,False,0,,MTOR/TGFB2/KCNE4/HEY2/KCNH2/STC1/EDNRB/ATP1B2/KCNJ2
Arm FFM,GO Biological Process,GO:1901381,positive regulation of potassium ion transmembrane transport,3/294,36/18986,3,0.0180032682690295,0.152774332884829,0.128237286122959,False,0,,KCNH2/ATP1B2/KCNJ2
Arm FFM,GO Biological Process,GO:0043271,negative regulation of monoatomic ion transport,6/294,134/18986,6,0.018111508774536,0.152774332884829,0.128237286122959,False,1,Leg FFM,YWHAQ/PPP3R1/KCNE4/PRKG2/KCNH2/STC1
Arm FFM,GO Biological Process,GO:0007626,locomotory behavior,8/294,213/18986,8,0.0182077693688381,0.152774332884829,0.128237286122959,False,0,,MTOR/NEGR1/ASTN1/GIGYF2/CWH43/RELN/CCND2/NTAN1
Arm FFM,GO Biological Process,GO:0007281,germ cell development,12/294,390/18986,12,0.0189484766579305,0.15341174008133,0.128772319511691,False,0,,MTOR/SPAG17/ZDBF2/DNMT3A/GPR149/ETV5/FOXO3/PTCH1/PRKG1/METTL3/TTLL5/CFAP61
Arm FFM,GO Biological Process,GO:0002790,peptide secretion,9/294,257/18986,9,0.0190879133488735,0.15341174008133,0.128772319511691,False,0,,IL1RN/ACVR2B/CWH43/REST/TFAP2B/CCN3/ANO1/MC4R/GIPR
Arm FFM,GO Biological Process,GO:0002931,response to ischemia,4/294,66/18986,4,0.0191707074460229,0.15341174008133,0.128772319511691,False,0,,REST/NPR3/FAIM2/TP53
Arm FFM,GO Biological Process,GO:0001921,positive regulation of receptor recycling,2/294,14/18986,2,0.0192340949294525,0.15341174008133,0.128772319511691,False,0,,ECE1/RAB29
Arm FFM,GO Biological Process,GO:0003222,ventricular trabecula myocardium morphogenesis,2/294,14/18986,2,0.0192340949294525,0.15341174008133,0.128772319511691,False,0,,TGFB2/HEY2
Arm FFM,GO Biological Process,GO:0009950,dorsal/ventral axis specification,2/294,14/18986,2,0.0192340949294525,0.15341174008133,0.128772319511691,False,0,,SMAD6/AXIN1
Arm FFM,GO Biological Process,GO:0034309,primary alcohol biosynthetic process,2/294,14/18986,2,0.0192340949294525,0.15341174008133,0.128772319511691,False,0,,REST/BMP6
Arm FFM,GO Biological Process,GO:0051000,positive regulation of nitric-oxide synthase activity,2/294,14/18986,2,0.0192340949294525,0.15341174008133,0.128772319511691,False,0,,NPR3/ESR1
Arm FFM,GO Biological Process,GO:0070365,hepatocyte differentiation,2/294,14/18986,2,0.0192340949294525,0.15341174008133,0.128772319511691,False,0,,CPS1/E2F7
Arm FFM,GO Biological Process,GO:2001053,regulation of mesenchymal cell apoptotic process,2/294,14/18986,2,0.0192340949294525,0.15341174008133,0.128772319511691,False,0,,MSX1/GDF5
Arm FFM,GO Biological Process,GO:0048265,response to pain,3/294,37/18986,3,0.0193722508968902,0.15341174008133,0.128772319511691,False,0,,MTOR/RELN/EDNRB
Arm FFM,GO Biological Process,GO:1901136,carbohydrate derivative catabolic process,9/294,258/18986,9,0.0195196974284433,0.154251197088463,0.129476951542339,False,0,,MTOR/PDE1A/IDUA/GNPDA2/HINT1/MLXIPL/NT5C2/RPTOR/INSR
Arm FFM,GO Biological Process,GO:0071229,cellular response to acid chemical,5/294,100/18986,5,0.0196651399217949,0.154416984786753,0.129616112120558,False,0,,MTOR/DNMT3A/SLC38A9/PLEC/RPTOR
Arm FFM,GO Biological Process,GO:0090132,epithelium migration,5/294,100/18986,5,0.0196651399217949,0.154416984786753,0.129616112120558,False,1,Trunk FFM,MTOR/MACF1/TGFB2/CLASP2/RREB1
Arm FFM,GO Biological Process,GO:0010657,muscle cell apoptotic process,5/294,101/18986,5,0.0204361763601076,0.158465517525668,0.133014411045613,False,1,Leg FFM,PDE1A/HEY2/ESR1/MAP2K5/TP53
Arm FFM,GO Biological Process,GO:0051347,positive regulation of transferase activity,10/294,304/18986,10,0.0205355069503582,0.158904692035828,0.133383049849356,False,0,,TGFB2/GHR/CCND3/RELN/CCND2/FLT3/FBN1/AXIN1/GH1/INSR
Arm FFM,GO Biological Process,GO:0030007,intracellular potassium ion homeostasis,2/294,15/18986,2,0.0219690842429063,0.159768370589313,0.134108013209956,False,0,,ATP1B2/KCNJ2
Arm FFM,GO Biological Process,GO:0043201,response to L-leucine,2/294,15/18986,2,0.0219690842429063,0.159768370589313,0.134108013209956,False,0,,MTOR/RPTOR
Arm FFM,GO Biological Process,GO:0048820,hair follicle maturation,2/294,15/18986,2,0.0219690842429063,0.159768370589313,0.134108013209956,False,0,,TGFB2/NF1
Arm FFM,GO Biological Process,GO:0071027,nuclear RNA surveillance,2/294,15/18986,2,0.0219690842429063,0.159768370589313,0.134108013209956,False,0,,EXOSC9/ZC3H4
Arm FFM,GO Biological Process,GO:0140042,lipid droplet formation,2/294,15/18986,2,0.0219690842429063,0.159768370589313,0.134108013209956,False,0,,NEGR1/ZFYVE1
